TreeN	Species	Family	DBH	LogDBH	Locality	Dataset	Genus
WP4B0938	Galearia.celebica	Pandaceae	5.6	0.748188027	WP	1	Galearia
WP4B0939	Pometia.pinnata	Sapindaceae	6.1	0.785329835	WP	1	Pometia
WP4B0940	Chionanthus.sessiliflorus	Oleaceae	7.7	0.886490725	WP	1	Chionanthus
WP4B0941	Ternstroemia.cherryi	Pentaphylacaceae	16.6	1.220108088	WP	1	Ternstroemia
WP4B0942	Pouteria.obovata	Sapotaceae	6.8	0.832508913	WP	1	Pouteria
WP4B0943	Cupaniopsis.macropetala	Sapindaceae	24.8	1.394451681	WP	1	Cupaniopsis
WP4B0944	Ziziphus.angustifolia	Rhamnaceae	7.7	0.886490725	WP	1	Ziziphus
WP4B0945	Gymnacranthera.paniculata	Myristicaceae	10.1	1.004321374	WP	1	Gymnacranthera
WP4B0946	Pouteria.obovata	Sapotaceae	6.7	0.826074803	WP	1	Pouteria
WP4B0947	Bridelia.macrocarpa	Phyllanthaceae	9.2	0.963787827	WP	1	Bridelia
WP4B0948	Pimelodendron.amboinicum	Euphorbiaceae	38	1.579783597	WP	1	Pimelodendron
WP4B0949	Litsea.timoriana	Lauraceae	7.6	0.880813592	WP	1	Litsea
WP4B0950	Mallotus.peltatus	Euphorbiaceae	5	0.698970004	WP	1	Mallotus
WP4B0951	Cryptocarya.mackinnoniana	Lauraceae	6.5	0.812913357	WP	1	Cryptocarya
WP4B0952	Phyllanthus.clamboides	Phyllanthaceae	5.1	0.707570176	WP	1	Phyllanthus
WP4B0953	Ziziphus.angustifolia	Rhamnaceae	5.1	0.707570176	WP	1	Ziziphus
WP4B0954	Dracontomelon.dao	Anacardiaceae	9.2	0.963787827	WP	1	Dracontomelon
WP4B0955	Archidendron.ptenopum	Fabaceae	19.8	1.29666519	WP	1	Archidendron
WP4B0956	Phyllanthus.clamboides	Phyllanthaceae	6.7	0.826074803	WP	1	Phyllanthus
WP4B0957	Mallotus.peltatus	Euphorbiaceae	6.1	0.785329835	WP	1	Mallotus
WP4B0958	Pimelodendron.amboinicum	Euphorbiaceae	22.4	1.350248018	WP	1	Pimelodendron
WP4B0959	Macaranga.punctata	Euphorbiaceae	7.2	0.857332496	WP	1	Macaranga
WP4B1001	Gymnacranthera.paniculata	Myristicaceae	11.3	1.053078443	WP	1	Gymnacranthera
WP4B1002	Barringtonia.apiculata	Lecythidaceae	19.6	1.292256071	WP	1	Barringtonia
WP4B1003	Garcinia.latissima	Clusiaceae	5.9	0.770852012	WP	1	Garcinia
WP4B1004	Microcos.grandiflora	Malvaceae	20.9	1.320146286	WP	1	Microcos
WP4B1005	Drypetes.sp.	Putranjivaceae	9	0.954242509	WP	1	Drypetes
WP4B1006	Gymnacranthera.paniculata	Myristicaceae	7.6	0.880813592	WP	1	Gymnacranthera
WP4B1007	Gnetum.gnemonoides	Gnetaceae	13.2	1.120573931	WP	1	Gnetum
WP4B1008	Teijsmanniodendron.bogoriense	Lamiaceae	13.5	1.130333768	WP	1	Teijsmanniodendron
WP4B1009	Teijsmanniodendron.bogoriense	Lamiaceae	7.4	0.86923172	WP	1	Teijsmanniodendron
WP4B1010	Horsfieldia.basifissa	Myristicaceae	12.7	1.103803721	WP	1	Horsfieldia
WP4B1011	Medusanthera.laxiflora	Stemonuraceae	5.7	0.755874856	WP	1	Medusanthera
WP4B1012	Celtis.latifolia	Cannabaceae	14	1.146128036	WP	1	Celtis
WP4B1013	Endiandra.squarrosa	Lauraceae	19.8	1.29666519	WP	1	Endiandra
WP4B1014	Mastixiodendron.pachyclados	Rubiaceae	59.4	1.773786445	WP	1	Mastixiodendron
WP4B1015	Versteegia.cauliflora	Rubiaceae	7.6	0.880813592	WP	1	Versteegia
WP4B1016	Entada.phaseoloides	Fabaceae	12.5	1.096910013	WP	1	Entada
WP4B1017	Barringtonia.apiculata	Lecythidaceae	11.7	1.068185862	WP	1	Barringtonia
WP4B1018	Palaquium.morobense	Sapotaceae	21.1	1.324282455	WP	1	Palaquium
WP4B1019	Gymnacranthera.paniculata	Myristicaceae	18.2	1.260071388	WP	1	Gymnacranthera
WP4B1020	Maniltoa.psilogyne	Fabaceae	38.7	1.587710965	WP	1	Maniltoa
WP4B1331	Strychnos.minor	Loganiaceae	5.6	0.748188027	WP	1	Strychnos
WP4B1332	Litsea.timoriana	Lauraceae	5.1	0.707570176	WP	1	Litsea
WP4B1333	Celtis.latifolia	Cannabaceae	5.2	0.716003344	WP	1	Celtis
WP4B1334	Aglaia.rimosa	Meliaceae	5	0.698970004	WP	1	Aglaia
WP4B1335	Medusanthera.laxiflora	Stemonuraceae	5.3	0.72427587	WP	1	Medusanthera
WP4B1336	Phyllanthus.clamboides	Phyllanthaceae	5	0.698970004	WP	1	Phyllanthus
WP4B1600	Gen?.sp.	Fam?	NA	NA	WP	1	Gen?
WP4C0858	Erythrospermum.candidum	Salicaceae	19	1.278753601	WP	1	Erythrospermum
WP4C0859	Millettia.pinnata	Fabaceae	27.3	1.436162647	WP	1	Millettia
WP4C0860	Gnetum.gnemon	Gnetaceae	19.2	1.283301229	WP	1	Gnetum
WP4C0861	Neisosperma.citrodora	Apocynaceae	9	0.954242509	WP	1	Neisosperma
WP4C0862	Cryptocarya.mackinnoniana	Lauraceae	5.5	0.740362689	WP	1	Cryptocarya
WP4C0863	Pimelodendron.amboinicum	Euphorbiaceae	36.6	1.563481085	WP	1	Pimelodendron
WP4C0864	Teijsmanniodendron.bogoriense	Lamiaceae	16.7	1.222716471	WP	1	Teijsmanniodendron
WP4C0865	Cryptocarya.sp.	Lauraceae	8.9	0.949390007	WP	1	Cryptocarya
WP4C0866	Ziziphus.angustifolia	Rhamnaceae	10.2	1.008600172	WP	1	Ziziphus
WP4C0867	Uncaria.appendiculata	Rubiaceae	8.9	0.949390007	WP	1	Uncaria
WP4C0868	Sterculia.schumanniana	Malvaceae	28.6	1.456366033	WP	1	Sterculia
WP4C0869	Gymnacranthera.paniculata	Myristicaceae	13	1.113943352	WP	1	Gymnacranthera
WP4C0870	Chionanthus.brassii	Oleaceae	13.4	1.127104798	WP	1	Chionanthus
WP4C0871	Pometia.pinnata	Sapindaceae	13.1	1.117271296	WP	1	Pometia
WP4C0872	Pimelodendron.amboinicum	Euphorbiaceae	19.8	1.29666519	WP	1	Pimelodendron
WP4C0873	Syzygium.gonatanthum	Myrtaceae	8.5	0.929418926	WP	1	Syzygium
WP4C0874	Ternstroemia.cherryi	Pentaphylacaceae	20.9	1.320146286	WP	1	Ternstroemia
WP4C0875	Aglaia.lepiorrhachis	Meliaceae	6.9	0.838849091	WP	1	Aglaia
WP4C0909	Ficus.congesta	Moraceae	5.3	0.72427587	WP	1	Ficus
WP4C0910	Pouteria.obovata	Sapotaceae	13.2	1.120573931	WP	1	Pouteria
WP4C0911	Celtis.latifolia	Cannabaceae	10.7	1.029383778	WP	1	Celtis
WP4C0912	Phyllanthus.clamboides	Phyllanthaceae	6.8	0.832508913	WP	1	Phyllanthus
WP4C0913	Medusanthera.laxiflora	Stemonuraceae	9.5	0.977723605	WP	1	Medusanthera
WP4C0914	Ternstroemia.cherryi	Pentaphylacaceae	6	0.77815125	WP	1	Ternstroemia
WP4C0915	Pometia.pinnata	Sapindaceae	20.5	1.311753861	WP	1	Pometia
WP4C0916	Mastixiodendron.pachyclados	Rubiaceae	5.7	0.755874856	WP	1	Mastixiodendron
WP4C0917	Horsfieldia.basifissa	Myristicaceae	8.5	0.929418926	WP	1	Horsfieldia
WP4C0918	Phaeanthus.ebracteolatus	Annonaceae	17.9	1.252853031	WP	1	Phaeanthus
WP4C0919	Pterocymbium.beccarii	Malvaceae	7.7	0.886490725	WP	1	Pterocymbium
WP4C0920	RubiaceaeGen?.sp.	Rubiaceae	6.9	0.838849091	WP	1	RubiaceaeGen?
WP4C0921	Mastixiodendron.pachyclados	Rubiaceae	6.5	0.812913357	WP	1	Mastixiodendron
WP4C0922	Pimelodendron.amboinicum	Euphorbiaceae	32.7	1.514547753	WP	1	Pimelodendron
WP4C0923	Cerbera.floribunda	Apocynaceae	20.1	1.303196057	WP	1	Cerbera
WP4C0924	Gymnacranthera.paniculata	Myristicaceae	11.1	1.045322979	WP	1	Gymnacranthera
WP4C0925	Dysoxylum.brassii	Meliaceae	14.2	1.152288344	WP	1	Dysoxylum
WP4C0926	Teijsmanniodendron.bogoriense	Lamiaceae	8.9	0.949390007	WP	1	Teijsmanniodendron
WP4C0927	Xanthophyllum.papuanum	Polygalaceae	5.5	0.740362689	WP	1	Xanthophyllum
WP4C0928	Ternstroemia.cherryi	Pentaphylacaceae	7.3	0.86332286	WP	1	Ternstroemia
WP4C0929	Gnetum.gnemon	Gnetaceae	20.5	1.311753861	WP	1	Gnetum
WP4C0930	Gnetum.gnemonoides	Gnetaceae	6	0.77815125	WP	1	Gnetum
WP4C0931	Teijsmanniodendron.bogoriense	Lamiaceae	35.7	1.552668216	WP	1	Teijsmanniodendron
WP4C0932	Pimelodendron.amboinicum	Euphorbiaceae	7.3	0.86332286	WP	1	Pimelodendron
WP4C0933	Pometia.pinnata	Sapindaceae	9.5	0.977723605	WP	1	Pometia
WP4C1326	Dysoxylum.pettigrewianum	Meliaceae	5.1	0.707570176	WP	1	Dysoxylum
WP4C1327	Mallotus.oblongifolius	Euphorbiaceae	5.1	0.707570176	WP	1	Mallotus
WP4C1328	Gen?.sp.	Fam?	NA	NA	WP	1	Gen?
WP4C1329	Dysoxylum.pettigrewianum	Meliaceae	6.1	0.785329835	WP	1	Dysoxylum
WP4C1330	Endospermum.labios	Euphorbiaceae	5.3	0.72427587	WP	1	Endospermum
WP4D0763	Syzygium.branderhorstii	Myrtaceae	52.1	1.716837723	WP	1	Syzygium
WP4D0764	Horsfieldia.basifissa	Myristicaceae	5	0.698970004	WP	1	Horsfieldia
WP4D0765	Pandanus.kaernbachii	Pandanaceae	9.9	0.995635195	WP	1	Pandanus
WP4D0766	Syzygium.longipes	Myrtaceae	10.6	1.025305865	WP	1	Syzygium
WP4D0767	Pimelodendron.amboinicum	Euphorbiaceae	9.3	0.968482949	WP	1	Pimelodendron
WP4D0768	Chisocheton.trichocladus	Meliaceae	5.4	0.73239376	WP	1	Chisocheton
WP4D0769	Dysoxylum.arborescens	Meliaceae	5.4	0.73239376	WP	1	Dysoxylum
WP4D0789	Neonauclea.obversifolia	Rubiaceae	23.6	1.372912003	WP	1	Neonauclea
WP4D0790	Neonauclea.obversifolia	Rubiaceae	7.2	0.857332496	WP	1	Neonauclea
WP4D0791	Phyllanthus.clamboides	Phyllanthaceae	6.8	0.832508913	WP	1	Phyllanthus
WP4D0792	Litsea.timoriana	Lauraceae	6.6	0.819543936	WP	1	Litsea
WP4D0793	Calophyllum.soulattri	Clusiaceae	5.5	0.740362689	WP	1	Calophyllum
WP4D0794	Gymnacranthera.paniculata	Myristicaceae	10.2	1.008600172	WP	1	Gymnacranthera
WP4D0795	Uncaria.lanosa	Rubiaceae	9.6	0.982271233	WP	1	Uncaria
WP4D0796	Gnetum.gnemonoides	Gnetaceae	7.4	0.86923172	WP	1	Gnetum
WP4D0797	Harpullia.arborea	Sapindaceae	14.2	1.152288344	WP	1	Harpullia
WP4D0798	Horsfieldia.basifissa	Myristicaceae	6.8	0.832508913	WP	1	Horsfieldia
WP4D0799	Aceratium.sp..1	Elaeocarpaceae	NA	NA	WP	1	Aceratium
WP4D0800	Maniltoa.psilogyne	Fabaceae	6.1	0.785329835	WP	1	Maniltoa
WP4D0850	Pometia.pinnata	Sapindaceae	43	1.633468456	WP	1	Pometia
WP4D0876	Neuburgia.corynocarpa	Loganiaceae	7.7	0.886490725	WP	1	Neuburgia
WP4D0877	Macaranga.punctata	Euphorbiaceae	9.4	0.973127854	WP	1	Macaranga
WP4D0878	Caryota.rumphiana	Arecaceae	23.7	1.374748346	WP	1	Caryota
WP4D0879	Aphanamixis.polystachya	Meliaceae	6.1	0.785329835	WP	1	Aphanamixis
WP4D0880	Microcos.grandiflora	Malvaceae	22.9	1.359835482	WP	1	Microcos
WP4D0881	Ficus.wassa	Moraceae	6.1	0.785329835	WP	1	Ficus
WP4D0882	Ficus.hahliana	Moraceae	6.2	0.792391689	WP	1	Ficus
WP4D0883	Dendrocnide.longifolia	Urticaceae	10.1	1.004321374	WP	1	Dendrocnide
WP4D0884	Mastixiodendron.pachyclados	Rubiaceae	9.9	0.995635195	WP	1	Mastixiodendron
WP4D0885	Microcos.grandiflora	Malvaceae	11.7	1.068185862	WP	1	Microcos
WP4D0886	Pometia.pinnata	Sapindaceae	24.1	1.382017043	WP	1	Pometia
WP4D0887	Medusanthera.laxiflora	Stemonuraceae	5.5	0.740362689	WP	1	Medusanthera
WP4D0888	Mastixiodendron.pachyclados	Rubiaceae	8.4	0.924279286	WP	1	Mastixiodendron
WP4D0889	Cupaniopsis.sp..1	Sapindaceae	13.6	1.133538908	WP	1	Cupaniopsis
WP4D0890	Ficus.hahliana	Moraceae	11.2	1.049218023	WP	1	Ficus
WP4D0891	Ficus.hahliana	Moraceae	7	0.84509804	WP	1	Ficus
WP4D0892	Licuala.beccariana	Arecaceae	NA	NA	WP	1	Licuala
WP4D0893	Macaranga.neobritannica	Euphorbiaceae	18.1	1.257678575	WP	1	Macaranga
WP4D0894	Chisocheton.sp.	Meliaceae	NA	NA	WP	1	Chisocheton
WP4D0895	Pimelodendron.amboinicum	Euphorbiaceae	14.8	1.170261715	WP	1	Pimelodendron
WP4D0896	Horsfieldia.basifissa	Myristicaceae	7.1	0.851258349	WP	1	Horsfieldia
WP4D0897	Dysoxylum.richardianum	Meliaceae	24.6	1.390935107	WP	1	Dysoxylum
WP4D0898	Mastixiodendron.pachyclados	Rubiaceae	8.9	0.949390007	WP	1	Mastixiodendron
WP4D0899	Microcos.argentata	Malvaceae	13.8	1.139879086	WP	1	Microcos
WP4D0900	Strychnos.minor	Loganiaceae	8	0.903089987	WP	1	Strychnos
WP4D0901	Guioa.comesperma	Sapindaceae	10.2	1.008600172	WP	1	Guioa
WP4D0902	Ficus.hahliana	Moraceae	7.3	0.86332286	WP	1	Ficus
WP4D0903	Mastixiodendron.pachyclados	Rubiaceae	8	0.903089987	WP	1	Mastixiodendron
WP4D0904	Maniltoa.psilogyne	Fabaceae	5.9	0.770852012	WP	1	Maniltoa
WP4D0905	Aphanamixis.sp..1	Meliaceae	7.2	0.857332496	WP	1	Aphanamixis
WP4D0906	Dendrocnide.longifolia	Urticaceae	9.4	0.973127854	WP	1	Dendrocnide
WP4D0907	Gymnacranthera.paniculata	Myristicaceae	9.5	0.977723605	WP	1	Gymnacranthera
WP4D0908	Teijsmanniodendron.bogoriense	Lamiaceae	6.8	0.832508913	WP	1	Teijsmanniodendron
WP4D1324	Gen?.sp.	Fam?	NA	NA	WP	1	Gen?
WP4D1325	Mastixiodendron.sp.	Rubiaceae	NA	NA	WP	1	Mastixiodendron
WP4D1334	Mastixiodendron.pachyclados	Rubiaceae	NA	NA	WP	1	Mastixiodendron
WP4D1335	Macaranga.punctata	Euphorbiaceae	NA	NA	WP	1	Macaranga
WP4D1336	Ficus.hahliana	Moraceae	NA	NA	WP	1	Ficus
WP4D878	Trichospermum.pleiostigma	Malvaceae	10.6	1.025305865	WP	1	Trichospermum
WP4E0812	Teijsmanniodendron.bogoriense	Lamiaceae	30.9	1.489958479	WP	1	Teijsmanniodendron
WP4E0813	Mastixiodendron.pachyclados	Rubiaceae	7.4	0.86923172	WP	1	Mastixiodendron
WP4E0814	Archidendron.ptenopum	Fabaceae	7.9	0.897627091	WP	1	Archidendron
WP4E0815	Horsfieldia.basifissa	Myristicaceae	9.2	0.963787827	WP	1	Horsfieldia
WP4E0816	Alstonia.scholaris	Apocynaceae	8.8	0.944482672	WP	1	Alstonia
WP4E0817	Teijsmanniodendron.bogoriense	Lamiaceae	23.8	1.376576957	WP	1	Teijsmanniodendron
WP4E0818	Rourea.minor	Connaraceae	7.4	0.86923172	WP	1	Rourea
WP4E0819	Ficus.hombroniana	Moraceae	7.6	0.880813592	WP	1	Ficus
WP4E0820	Ficus.rubrivestimenta	Moraceae	8.1	0.908485019	WP	1	Ficus
WP4E0821	Pisonia.longirostris	Nyctaginaceae	11.1	1.045322979	WP	1	Pisonia
WP4E0822	Calophyllum.soulattri	Clusiaceae	6.7	0.826074803	WP	1	Calophyllum
WP4E0823	Prainea.papuana	Moraceae	9.5	0.977723605	WP	1	Prainea
WP4E0824	Guioa.comesperma	Sapindaceae	8.1	0.908485019	WP	1	Guioa
WP4E0825	Gulubia.costata	Arecaceae	29.9	1.475671188	WP	1	Gulubia
WP4E0826	Gnetum.gnemon	Gnetaceae	18.5	1.267171728	WP	1	Gnetum
WP4E0827	Archidendron.lucyi	Fabaceae	33.1	1.519827994	WP	1	Archidendron
WP4E0828	Haplolobus.floribunda	Burseraceae	13	1.113943352	WP	1	Haplolobus
WP4E0829	Ficus.pseudojaca	Moraceae	7.2	0.857332496	WP	1	Ficus
WP4E0830	Chisocheton.cumingianus	Meliaceae	5.4	0.73239376	WP	1	Chisocheton
WP4E0831	Erythrospermum.candidum	Salicaceae	5.9	0.770852012	WP	1	Erythrospermum
WP4E0832	Semecarpus.schlechteri	Anacardiaceae	11.9	1.075546961	WP	1	Semecarpus
WP4E0833	Syzygium.hylophilum	Myrtaceae	5.6	0.748188027	WP	1	Syzygium
WP4E0834	Horsfieldia.basifissa	Myristicaceae	22.2	1.346352974	WP	1	Horsfieldia
WP4E0835	Palaquium.morobense	Sapotaceae	42.8	1.631443769	WP	1	Palaquium
WP4E0836	Aglaia.argentea	Meliaceae	18.4	1.264817823	WP	1	Aglaia
WP4E0837	Guioa.comesperma	Sapindaceae	6.4	0.806179974	WP	1	Guioa
WP4E0838	Gymnacranthera.paniculata	Myristicaceae	17.4	1.240549248	WP	1	Gymnacranthera
WP4E0839	Haplolobus.floribunda	Burseraceae	6.4	0.806179974	WP	1	Haplolobus
WP4E0840	Horsfieldia.basifissa	Myristicaceae	9.9	0.995635195	WP	1	Horsfieldia
WP4E0841	Teijsmanniodendron.bogoriense	Lamiaceae	46.5	1.667452953	WP	1	Teijsmanniodendron
WP4E0842	Pometia.pinnata	Sapindaceae	40.4	1.606381365	WP	1	Pometia
WP4E0843	Palaquium.morobense	Sapotaceae	16.2	1.209515015	WP	1	Palaquium
WP4E0844	Pimelodendron.amboinicum	Euphorbiaceae	36.5	1.562292864	WP	1	Pimelodendron
WP4E0845	Cerbera.floribunda	Apocynaceae	16	1.204119983	WP	1	Cerbera
WP4E0846	Ficus.hahliana	Moraceae	NA	NA	WP	1	Ficus
WP4E0847	Pterocymbium.beccarii	Malvaceae	40.9	1.611723308	WP	1	Pterocymbium
WP4E0848	Pouteria.obovata	Sapotaceae	23.6	1.372912003	WP	1	Pouteria
WP4E0849	Neonauclea.obversifolia	Rubiaceae	11.9	1.075546961	WP	1	Neonauclea
WP4E0992	Canarium.sp.	Burseraceae	NA	NA	WP	1	Canarium
WP4E1319	Phyllanthus.clamboides	Phyllanthaceae	6	0.77815125	WP	1	Phyllanthus
WP4E1320	Phyllanthus.clamboides	Phyllanthaceae	5.2	0.716003344	WP	1	Phyllanthus
WP4E1321	Horsfieldia.basifissa	Myristicaceae	5.5	0.740362689	WP	1	Horsfieldia
WP4E1322	Chionanthus.brassii	Oleaceae	5.6	0.748188027	WP	1	Chionanthus
WP4E1323	Strychnos.minor	Loganiaceae	6.2	0.792391689	WP	1	Strychnos
WP5A0997	Celtis.latifolia	Cannabaceae	11.1	1.045322979	WP	1	Celtis
WP5A0998	Mallotus.peltatus	Euphorbiaceae	5.4	0.73239376	WP	1	Mallotus
WP5A0999	Mallotus.peltatus	Euphorbiaceae	6.2	0.792391689	WP	1	Mallotus
WP5A1000	Sterculia.schumanniana	Malvaceae	7.5	0.875061263	WP	1	Sterculia
WP5A1049	Pisonia.longirostris	Nyctaginaceae	6.8	0.832508913	WP	1	Pisonia
WP5A1050	Aglaia.lepiorrhachis	Meliaceae	7.6	0.880813592	WP	1	Aglaia
WP5A1051	Teijsmanniodendron.bogoriense	Lamiaceae	64.9	1.812244697	WP	1	Teijsmanniodendron
WP5A1052	Gnetum.gnemonoides	Gnetaceae	12.7	1.103803721	WP	1	Gnetum
WP5A1053	Horsfieldia.basifissa	Myristicaceae	10.6	1.025305865	WP	1	Horsfieldia
WP5A1054	Gymnacranthera.paniculata	Myristicaceae	8	0.903089987	WP	1	Gymnacranthera
WP5A1055	Gymnacranthera.paniculata	Myristicaceae	8	0.903089987	WP	1	Gymnacranthera
WP5A1056	Gymnacranthera.paniculata	Myristicaceae	18.2	1.260071388	WP	1	Gymnacranthera
WP5A1057	Gnetum.gnemon	Gnetaceae	11.7	1.068185862	WP	1	Gnetum
WP5A1058	Pterocymbium.beccarii	Malvaceae	13.9	1.1430148	WP	1	Pterocymbium
WP5A1059	Pometia.pinnata	Sapindaceae	49.6	1.695481676	WP	1	Pometia
WP5A1060	Gnetum.gnemon	Gnetaceae	11.3	1.053078443	WP	1	Gnetum
WP5A1061	Horsfieldia.basifissa	Myristicaceae	5.8	0.763427994	WP	1	Horsfieldia
WP5A1062	Pimelodendron.amboinicum	Euphorbiaceae	20.7	1.315970345	WP	1	Pimelodendron
WP5A1063	Phyllanthus.clamboides	Phyllanthaceae	5.5	0.740362689	WP	1	Phyllanthus
WP5A1064	Horsfieldia.basifissa	Myristicaceae	9.2	0.963787827	WP	1	Horsfieldia
WP5A1065	Drypetes.lasiogynoides	Putranjivaceae	22.2	1.346352974	WP	1	Drypetes
WP5A1066	Teijsmanniodendron.bogoriense	Lamiaceae	6.9	0.838849091	WP	1	Teijsmanniodendron
WP5A1067	Drypetes.lasiogynoides	Putranjivaceae	13	1.113943352	WP	1	Drypetes
WP5A1068	Teijsmanniodendron.bogoriense	Lamiaceae	10.9	1.037426498	WP	1	Teijsmanniodendron
WP5A1069	Ficus.rubrivestimenta	Moraceae	8.2	0.913813852	WP	1	Ficus
WP5A1070	Pimelodendron.amboinicum	Euphorbiaceae	9.9	0.995635195	WP	1	Pimelodendron
WP5A1071	Celtis.latifolia	Cannabaceae	41.1	1.613841822	WP	1	Celtis
WP5A1072	Petraeovitex.multiflora	Lamiaceae	6.2	0.792391689	WP	1	Petraeovitex
WP5A1073	Strychnos.minor	Loganiaceae	14.5	1.161368002	WP	1	Strychnos
WP5A1074	Gymnacranthera.paniculata	Myristicaceae	18.7	1.271841607	WP	1	Gymnacranthera
WP5A1075	Artocarpus.sepicanus	Moraceae	11.4	1.056904851	WP	1	Artocarpus
WP5A1076	Mastixiodendron.pachyclados	Rubiaceae	32	1.505149978	WP	1	Mastixiodendron
WP5A1077	Chisocheton.ceramicus	Meliaceae	5.5	0.740362689	WP	1	Chisocheton
WP5A1078	Teijsmanniodendron.bogoriense	Lamiaceae	10.3	1.012837225	WP	1	Teijsmanniodendron
WP5A1101	Syzygium.malaccense	Myrtaceae	7.6	0.880813592	WP	1	Syzygium
WP5A1102	Gymnacranthera.paniculata	Myristicaceae	10.6	1.025305865	WP	1	Gymnacranthera
WP5A1103	Horsfieldia.basifissa	Myristicaceae	8.1	0.908485019	WP	1	Horsfieldia
WP5A1104	Alstonia.scholaris	Apocynaceae	6.6	0.819543936	WP	1	Alstonia
WP5A1105	Teijsmanniodendron.bogoriense	Lamiaceae	6.4	0.806179974	WP	1	Teijsmanniodendron
WP5A1106	Mastixiodendron.pachyclados	Rubiaceae	10.3	1.012837225	WP	1	Mastixiodendron
WP5A1107	Pometia.pinnata	Sapindaceae	35.7	1.552668216	WP	1	Pometia
WP5A1108	Gymnacranthera.paniculata	Myristicaceae	14.9	1.173186268	WP	1	Gymnacranthera
WP5A1109	Ziziphus.angustifolia	Rhamnaceae	21	1.322219295	WP	1	Ziziphus
WP5A1110	Pisonia.longirostris	Nyctaginaceae	6.1	0.785329835	WP	1	Pisonia
WP5A1346	Prainea.papuana	Moraceae	5.2	0.716003344	WP	1	Prainea
WP5A1347	Mallotus.peltatus	Euphorbiaceae	5	0.698970004	WP	1	Mallotus
WP5B1079	Gnetum.gnemon	Gnetaceae	9.5	0.977723605	WP	1	Gnetum
WP5B1080	Strychnos.minor	Loganiaceae	13	1.113943352	WP	1	Strychnos
WP5B1081	Polyalthia.sp..2	Annonaceae	8.5	0.929418926	WP	1	Polyalthia
WP5B1082	Teijsmanniodendron.bogoriense	Lamiaceae	14.2	1.152288344	WP	1	Teijsmanniodendron
WP5B1083	Licuala.beccariana	Arecaceae	5.5	0.740362689	WP	1	Licuala
WP5B1084	Cissus.repens	Vitaceae	8.1	0.908485019	WP	1	Cissus
WP5B1085	Teijsmanniodendron.bogoriense	Lamiaceae	9.5	0.977723605	WP	1	Teijsmanniodendron
WP5B1086	Ficus.virens	Moraceae	99.8	1.999130541	WP	1	Ficus
WP5B1087	Chionanthus.brassii	Oleaceae	16.8	1.225309282	WP	1	Chionanthus
WP5B1088	Horsfieldia.basifissa	Myristicaceae	11.4	1.056904851	WP	1	Horsfieldia
WP5B1089	Strychnos.minor	Loganiaceae	7.2	0.857332496	WP	1	Strychnos
WP5B1090	Horsfieldia.basifissa	Myristicaceae	6.3	0.799340549	WP	1	Horsfieldia
WP5B1091	Merremia.peltata	Convolvulaceae	12.3	1.089905111	WP	1	Merremia
WP5B1092	Erythrospermum.candidum	Salicaceae	23	1.361727836	WP	1	Erythrospermum
WP5B1093	Polyalthia.glauca	Annonaceae	9	0.954242509	WP	1	Polyalthia
WP5B1094	Mallotus.oblongifolius	Euphorbiaceae	7.5	0.875061263	WP	1	Mallotus
WP5B1095	Horsfieldia.basifissa	Myristicaceae	5.8	0.763427994	WP	1	Horsfieldia
WP5B1096	Pimelodendron.amboinicum	Euphorbiaceae	7.9	0.897627091	WP	1	Pimelodendron
WP5B1097	Chisocheton.ceramicus	Meliaceae	9.3	0.968482949	WP	1	Chisocheton
WP5B1111	Teijsmanniodendron.bogoriense	Lamiaceae	11.9	1.075546961	WP	1	Teijsmanniodendron
WP5B1112	Dysoxylum.arborescens	Meliaceae	9.3	0.968482949	WP	1	Dysoxylum
WP5B1113	Chionanthus.brassii	Oleaceae	15.4	1.187520721	WP	1	Chionanthus
WP5B1114	Dracontomelon.dao	Anacardiaceae	6.4	0.806179974	WP	1	Dracontomelon
WP5B1115	Lophopetalum.torricellense	Celastraceae	20	1.301029996	WP	1	Lophopetalum
WP5B1116	Mallotus.peltatus	Euphorbiaceae	6.3	0.799340549	WP	1	Mallotus
WP5B1117	Celtis.latifolia	Cannabaceae	10.2	1.008600172	WP	1	Celtis
WP5B1118	Alstonia.scholaris	Apocynaceae	30.2	1.480006943	WP	1	Alstonia
WP5B1119	Syzygium.furfuraceum	Myrtaceae	7.9	0.897627091	WP	1	Syzygium
WP5B1120	Phyllanthus.clamboides	Phyllanthaceae	7.8	0.892094603	WP	1	Phyllanthus
WP5B1121	Polyalthia.glauca	Annonaceae	24.2	1.383815366	WP	1	Polyalthia
WP5B1122	Neonauclea.obversifolia	Rubiaceae	22	1.342422681	WP	1	Neonauclea
WP5B1123	Phyllanthus.clamboides	Phyllanthaceae	6.3	0.799340549	WP	1	Phyllanthus
WP5B1124	Dysoxylum.alliaceum	Meliaceae	5.5	0.740362689	WP	1	Dysoxylum
WP5B1125	Gymnacranthera.paniculata	Myristicaceae	12.3	1.089905111	WP	1	Gymnacranthera
WP5B1126	Erythrospermum.candidum	Salicaceae	8.4	0.924279286	WP	1	Erythrospermum
WP5B1127	Dendrocnide.longifolia	Urticaceae	6.1	0.785329835	WP	1	Dendrocnide
WP5B1128	Diospyros.ellipticifolia	Ebenaceae	5.4	0.73239376	WP	1	Diospyros
WP5B1129	Galearia.celebica	Pandaceae	32.9	1.517195898	WP	1	Galearia
