plant	herbivore	parasitoid
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
KLE	GEOM132	0
HYB	GEOM130	0
TRI	THYR010	0
TRI	THYR010	0
TRI	THYR010	0
TRI	THYR010	0
TRI	THYR010	0
TRI	THYR010	0
TRI	THYR010	0
TRI	PYRA021	0
TRI	PYRA021	0
TRI	PYRA021	0
TRI	PYRA021	0
TRI	PYRA021	0
GEU	PYRA013	0
GEU	PYRA003	0
GEU	PYRA003	0
HYB	CRAM013	0
HYB	CRAM013	0
TRI	CRAM013	0
HYB	CRAM013	0
TRI	CRAM013	0
TRI	CRAM013	0
TRI	CRAM013	0
HYB	CRAM012	0
HYB	CRAM012	0
HYB	CRAM012	0
HYB	CRAM012	0
HYB	CRAM012	0
HYB	CRAM012	0
HYB	CRAM012	0
HYB	CRAM012	0
HYB	CRAM012	0
HYB	CRAM012	0
HYB	CRAM012	0
HYB	CRAM012	0
HYB	CRAM012	0
HYB	CRAM012	0
HYB	CRAM012	0
HYB	CRAM012	0
TRI	PYRA021	0
TRI	PYRA021	0
TRI	PYRA021	0
TRI	PYRA021	0
TRI	PYRA021	0
GEU	PYRA003	0
GEU	PYRA003	0
GEU	PYRA003	0
GEU	PYRA003	0
GEU	PYRA003	0
GEU	PYRA003	0
GEU	PYRA003	0
GEU	PYRA003	0
TRI	CRAM013	0
TRI	CRAM013	0
TRI	THYR010	0
TRI	THYR010	0
TRI	THYR010	0
TRI	THYR010	0
TRI	THYR010	0
TRI	THYR010	0
KLE	GEOM113	0
KLE	GEOM113	0
KLE	GEOM006	0
KLE	GEOM006	0
KLE	GEOM130	0
KLE	GEOM130	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM015	0
KLE	LYMA039	0
KLE	LYMA039	0
HYB	NOCT077	0
LEE	CRAM092	0
LEE	CRAM078	0
GEU	PYRA013	0
GEU	PYRA013	0
GEU	CHOR012	0
GEU	CHOR012	0
GEU	CHOR012	0
TRI	TORT008	0
TRI	TORT008	0
TRI	TORT008	0
TRI	TORT034	0
TRI	TORT034	0
TRI	TORT034	0
TRI	TORT034	0
TRI	TORT034	0
TRI	TORT034	0
TRI	TORT034	0
KLE	TORT067	0
KLE	LYMA039	0
KLE	TORT022	0
KLE	TORT022	0
KLE	TORT067	0
KLE	TORT022	0
KLE	TORT022	0
KLE	TORT022	0
KLE	TORT022	0
KLE	TORT022	0
KLE	TORT022	0
KLE	TORT040	0
TRI	TORT167	0
KLE	LYMA060	0
HYB	CRAM077	0
KLE	XXXX090	0
KLE	XXXX117	0
KLE	XXXX116	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
HYB	GEOM132	0
TRI	THYR010	0
TRI	THYR010	0
TRI	THYR010	0
TRI	THYR010	0
TRI	CRAM013	0
TRI	CRAM013	0
TRI	CRAM013	0
TRI	CRAM013	0
TRI	CRAM013	0
TRI	CRAM013	0
TRI	CRAM013	0
TRI	CRAM013	0
HYB	CRAM012	0
HYB	CRAM012	0
GEU	PYRA013	0
GEU	PYRA013	0
GEU	PYRA013	0
GEU	PYRA013	0
GEU	CHOR012	0
GEU	CHOR012	0
GEU	CHOR012	0
HYB	NOCT085	0
KLE	LYMA039	0
TRI	GEOM034	0
TRI	TORT008	0
TRI	TORT008	0
TRI	TORT008	0
KLE	TORT061	0
LEE	TORT120	0
LEE	TORT120	0
LEE	TORT120	0
TRI	TORT040	0
TRI	TORT034	0
TRI	TORT034	0
KLE	TORT067	0
TRI	TORT167	0
KLE	LYMA060	0
KLE	XXXX117	0
KLE	XXXX117	0
GEU	PYRA013	0
KLE	GEOM006	0
HEL	NOCT087	0
KLE	CRAM079	0
HEL	NYMP012	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
TRI	GEOM132	0
KLE	GEOM006	0
TRI	GEOM034	0
KLE	PYRA021	0
TRI	LYMA062	0
TRI	LYMA059	0
TRI	LYMA059	0
TRI	LYMA059	0
TRI	NOCT048	0
TRI	NOCT085	0
TRI	NOCT085	0
TRI	NOCT085	0
TRI	NOCT085	0
HEL	NYMP012	0
HEL	NYMP012	0
TRI	THYR010	0
TRI	THYR010	0
TRI	THYR010	0
TRI	CRAM012	0
TRI	CRAM012	0
TRI	CRAM012	0
TRI	CRAM012	0
TRI	CRAM012	0
TRI	CRAM013	0
TRI	CRAM013	0
TRI	CRAM013	0
TRI	CRAM013	0
TRI	CRAM013	0
TRI	CRAM013	0
TRI	CRAM013	0
TRI	CRAM013	0
TRI	CRAM013	0
TRI	CRAM013	0
HYB	NOCT083	0
HYB	NOCT083	0
HYB	NOCT077	0
HYB	NOCT077	0
HYB	NOCT077	0
HYB	NOCT077	0
HYB	NOCT077	0
HYB	NOCT077	0
HYB	NOCT077	0
HYB	NOCT077	0
HYB	NOCT077	0
HYB	NOCT085	0
TRI	LYMA062	0
TRI	THYR010	0
HYB	CRAM012	0
TRI	GEOM132	0
TRI	CRAM013	0
HYB	NOCT077	0
HYB	NOCT077	0
TRI	CRAM013	0
TRI	CRAM013	0
TRI	GEOM132	0
GUL	CRAM003	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
MOL	PYRA005	0
COR	TORT040	0
COR	TORT040	0
MOL	TORT009	0
COR	TORT040	0
COR	TORT040	0
COR	XXXX090	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT034	0
COR	TORT131	0
COR	TORT131	0
COR	TORT131	0
MOL	CRAM023	0
GUL	CRAM005	0
MOL	CRAM003	0
GUL	CRAM003	0
GUL	CRAM003	0
MOL	CRAM003	0
GUL	CRAM003	0
GUL	CRAM003	0
MOL	CRAM003	0
MOL	CRAM003	0
COR	TORT040	0
COR	TORT040	0
COR	XXXX090	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT008	0
COR	TORT008	0
COR	TORT008	0
COR	TORT044	0
COR	TORT044	0
COR	TORT008	0
COR	TORT066	0
COR	TORT066	0
COR	TORT066	0
COR	TORT066	0
COR	TORT066	0
COR	TORT008	0
COR	XXXX090	0
COR	TORT040	0
GUL	CHOR001	0
MOL	CHOR002	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
MOL	CRAM005	0
MOL	CRAM005	0
GUL	CRAM005	0
MOL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
MOL	CRAM008	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
MOL	CRAM008	0
GUL	CRAM005	0
COR	TORT040	0
COR	TORT040	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
MOL	CRAM005	0
GUL	CRAM003	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
MOL	GEOM001	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM005	0
GUL	CRAM003	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
GUL	PYRA020	0
COR	XXXX090	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
GUL	CRAM003	0
COR	HESP007	0
COR	TORT040	0
MOL	CRAM003	0
MOL	CRAM005	0
COR	HESP007	0
MOL	CHOR002	0
MOL	CHOR002	0
MOL	CHOR002	0
MOL	CHOR002	0
MOL	LYCA001	0
HOR	HESP006	0
HOR	HESP006	0
HOR	HESP006	0
HOR	HESP006	0
COR	HESP007	0
HOR	HESP006	0
BAR	NOTO005	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM092	0
LEE	CRAM078	0
LEE	CRAM078	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	XXXX090	0
COR	TORT040	0
COR	TORT040	0
HEL	PYRA026	0
COR	TORT040	0
HEL	PYRA026	0
HOR	LIMA025	0
HOR	LIMA025	0
HOR	LIMA025	0
COR	TORT008	0
BAR	TORT040	0
HOR	LIMA025	0
HOR	LIMA025	0
COR	TORT040	0
COR	TORT040	0
COR	TORT008	0
LIT	TORT039	0
HOR	LIMA025	0
HOR	LIMA025	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
HOR	HESP006	0
COR	NYMP012	0
COR	NYMP012	0
COR	NYMP012	0
COR	NYMP012	0
COR	NYMP012	0
COR	NYMP012	0
COR	NYMP012	0
COR	NYMP012	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
COR	TORT040	0
COR	HESP007	0
LEE	CRAM078	0
COR	TORT040	0
LEE	CRAM078	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
LEE	CRAM078	0
LEE	CRAM078	0
COR	HESP007	0
BAR	PYRA027	0
BAR	PYRA027	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
HOR	XXXX130	0
HEL	XXXX131	0
BAR	NOCT108	0
LIT	TORT183	0
HOR	HESP006	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
BAR	TORT122	0
LEE	CRAM078	0
BAR	PYRA027	0
BAR	NOTO005	0
BAR	NOTO005	0
BAR	TORT071	0
LEE	CRAM078	0
LEE	CRAM078	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
LIT	TORT184	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
HOR	PYRA026	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
COR	NYMP012	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
LEE	CRAM078	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
LEE	CRAM078	0
BAR	PYRA027	0
BAR	PYRA027	0
LEE	CRAM078	0
COR	NYMP012	0
COR	NYMP012	0
COR	NYMP012	0
COR	NYMP012	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM092	0
BAR	PYRA027	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
LIT	TORT008	0
LIT	TORT034	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM092	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
HOR	XXXX130	0
HOR	XXXX130	0
HOR	XXXX130	0
HOR	XXXX130	0
HOR	XXXX130	0
HOR	XXXX130	0
HOR	XXXX130	0
HOR	XXXX130	0
HOR	XXXX130	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
COR	XXXX090	0
COR	TORT098	0
LIT	TORT022	0
BAR	TORT098	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
HEL	XXXX131	0
HEL	XXXX131	0
BAR	NOTO005	0
BAR	NOTO005	0
BAR	NOTO005	0
HEL	XXXX131	0
HOR	XXXX130	0
HOR	XXXX130	0
LIT	TORT183	0
HEL	XXXX131	0
HEL	XXXX131	0
HEL	XXXX131	0
HEL	XXXX131	0
LIT	TORT183	0
LIT	TORT183	0
LIT	TORT183	0
LIT	TORT183	0
HEL	XXXX131	0
HEL	XXXX131	0
COR	TORT066	0
LEE	TORT037	0
COR	TORT066	0
BAR	TORT131	0
BAR	TORT066	0
LIT	TORT037	0
HOR	XXXX130	0
LIT	TORT184	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
BAR	TORT039	0
LIT	TORT039	0
HEL	PYRA026	0
COR	TORT040	0
LEE	CRAM078	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
HEL	XXXX090	0
HEL	PYRA026	0
COR	XXXX090	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM092	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
HOR	HESP006	0
HOR	HESP006	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT184	0
LIT	TORT117	0
LIT	TORT117	0
HEL	PYRA026	0
BAR	PYRA027	0
LIT	TORT117	0
LIT	TORT183	0
LIT	TORT066	0
LIT	TORT183	0
LIT	TORT117	0
BAR	PYRA027	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT183	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT183	0
LIT	TORT117	0
LIT	TORT117	0
BAR	PYRA027	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT066	0
BAR	PYRA027	0
COR	NOCT049	0
COR	NOCT049	0
COR	NOCT049	0
COR	NOCT049	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
LIT	TORT183	0
LIT	TORT184	0
LIT	TORT117	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT117	0
BAR	NOCT108	0
BAR	NOCT079	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
BAR	PYRA027	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM034	0
LEE	CRAM003	0
BAR	NOTO005	0
COR	NOCT049	0
COR	NOCT049	0
COR	NOCT049	0
COR	NOCT049	0
COR	NOCT049	0
HEL	NYMP013	0
LIT	GEOM145	0
COR	LYMA038	0
LIT	GEOM145	0
LIT	GEOM145	0
LIT	GEOM145	0
LIT	GEOM145	0
LIT	GEOM145	0
HEL	NYMP013	0
LIT	GEOM145	0
HOR	GEOM146	0
LEE	TORT185	0
LIT	TORT034	0
LIT	TORT034	0
LIT	TORT034	0
BAR	TORT040	0
COR	NOCT049	0
LIT	GEOM145	0
LIT	GEOM145	0
LIT	GEOM145	0
LIT	GEOM145	0
LIT	GEOM145	0
LIT	TORT183	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
HOR	HESP006	0
HEL	PYRA026	0
HEL	PYRA026	0
HEL	PYRA026	0
BAR	PYRA027	0
BAR	PYRA027	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
COR	TORT040	0
HEL	PYRA026	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
LEE	CRAM078	0
COR	NOCT049	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	XXXX133	0
LIT	XXXX133	0
LIT	XXXX133	0
LIT	XXXX133	0
LIT	XXXX133	0
LIT	XXXX133	0
LIT	XXXX133	0
LIT	XXXX133	0
LIT	XXXX133	0
LIT	XXXX133	0
LIT	XXXX133	0
COR	NOCT049	0
LIT	XXXX133	0
LIT	XXXX133	0
LIT	XXXX133	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT117	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
LIT	TORT184	0
HEL	NYMP013	0
HEL	NYMP013	0
HEL	NYMP013	0
LIT	TORT037	0
HOR	LIMA025	0
LEE	TORT120	0
LIT	TORT055	0
BAR	XXXX126	0
COR	XXXX090	0
COR	TORT040	0
HOR	HESP006	0
HOR	HESP006	0
HOR	HESP006	0
HOR	HESP006	0
HYB	LYMA062	0
HYB	LYMA062	0
KLE	HYBL002	0
HYB	NOCT077	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
COR	HESP007	0
BAR	GEOM155	0
LIT	TORT067	0
BAR	NOCT115	0
BAR	TORT199	0
